card_name,set_name,rarity,subject_name,market_price,predicted_price,predicted_log_price,log_price,card_scarcity,subject_demand,card_chase_appeal,pull_probability,alternative_printings_of_subject,set_age_days
Chimecho,Twilight Masquerade,Illustration Rare,Chimecho,6.29,11.89,2.4757,1.8389610707123492,0.7172844520170993,51.4129,0.0202690240450992,0.003676470588235294,1,782
Team Rocket's Spidops,Destined Rivals,Illustration Rare,Spidops,6.28,10.24,2.32609,1.8373699804801074,0.7220223979590381,35.298,0.0,0.0035971223021582736,1,411
Medicham,Ascended Heroes,Illustration Rare,Medicham,6.27,5.42,1.69089,1.8357763546448294,0.7334338101770548,42.8782,0.0,0.0034129692832764505,1,166
Quaquaval ex,Paldea Evolved,Hyper Rare,Quaquaval,6.19,7.7,2.04071,1.8229350866965048,0.8546349804879154,43.9032,0.0,0.001953125,4,1132
Mega Clefable ex,Perfect Order,Ultra Rare,Clefable,6.16,1.7,0.5321,1.8180767775454285,0.6621412276488463,50.5634,0.00746100735314722,0.004739336492890996,3,110
Slither Wing,Paradox Rift,Illustration Rare,Slither Wing,6.12,12.95,2.56136,1.8115620965242347,0.8227111346745459,50.6504,0.010701826439846455,0.0022624434389140274,1,985
Lairon,Twilight Masquerade,Illustration Rare,Lairon,6.12,10.92,2.39054,1.8115620965242347,0.7172844520170993,40.4963,0.0,0.003676470588235294,1,782
Toedscool,Scarlet and Violet Base Set,Illustration Rare,Toedscool,6.1,12.56,2.5308,1.8082887711792655,0.7477721687732242,37.1951,0.0,0.003194888178913738,1,1202
Vivillon,Surging Sparks,Illustration Rare,Vivillon,6.09,11.07,2.40462,1.8066480817218056,0.7385606273598313,42.0011,0.0,0.0033333333333333335,1,614
Noibat,Journey Together,Illustration Rare,Noibat,6.08,11.71,2.46072,1.8050046959780757,0.5552948551496244,55.5666,0.061822086813518,0.007751937984496124,1,474
Skeledirge ex,Paldea Evolved,Hyper Rare,Skeledirge,6.01,7.7,2.04071,1.7934247485471162,0.8546349804879154,46.1805,0.0,0.001953125,4,1132
Hop's Trevenant,Ascended Heroes,Illustration Rare,Trevenant,5.97,6.0,1.79196,1.7867469274045107,0.7334338101770548,51.6603,0.02435440310073927,0.0034129692832764505,1,166
Carbink,Ascended Heroes,Illustration Rare,Carbink,5.97,5.42,1.69089,1.7867469274045107,0.7334338101770548,46.7191,0.0,0.0034129692832764505,1,166
Pawmi,Paldean Fates,Shiny Rare,Pawmi,5.97,18.31,2.90767,1.7867469274045107,0.836970999317044,43.1651,0.0,0.00211864406779661,2,901
Exeggutor,Mega Evolution,Illustration Rare,Exeggutor,5.95,8.12,2.09373,1.7833912195575383,0.6526756847233119,49.5476,0.0,0.0049504950495049506,1,292
Iron Valiant ex,Paradox Rift,Hyper Rare,Iron Valiant,5.93,8.07,2.08814,1.780024213009634,0.8802112417116061,47.0733,0.0,0.001736111111111111,4,985
Gloom,Paldean Fates,Shiny Rare,Gloom,5.89,19.76,2.98347,1.7732559976634952,0.836970999317044,50.8843,0.014802669093921292,0.00211864406779661,1,901
Charizard ex,Paldean Fates,Double Rare,Charizard,5.87,1.68,0.5185,1.7698546338400052,0.39967027472679084,87.9598,0.3034280738914807,0.015873015873015872,2,901
Poltchageist,Twilight Masquerade,Illustration Rare,Poltchageist,5.84,10.92,2.39054,1.7647307968401356,0.7172844520170993,27.3322,0.0,0.003676470588235294,1,782
Klawf,Scarlet and Violet Base Set,Illustration Rare,Klawf,5.8,12.56,2.5308,1.7578579175523736,0.7477721687732242,35.3788,0.0,0.003194888178913738,1,1202
Dedenne,Perfect Order,Illustration Rare,Dedenne,5.8,6.7,1.90236,1.7578579175523736,0.49561303784624744,54.8862,0.048433288510486706,0.01020408163265306,1,110
Cinccino ex,Chaos Rising,ultra rare,Cinccino,5.77,1.52,0.41894,1.7526720805200082,0.6682298669242648,51.2614,0.016858103082765377,0.004608294930875576,3,54
Chespin,Chaos Rising,illustration rare,Chespin,5.75,5.09,1.62826,1.749199854809259,0.5064186123525862,52.9972,0.030356757298863425,0.009708737864077669,1,54
Crustle,Paradox Rift,Illustration Rare,Crustle,5.73,12.4,2.51787,1.7457155307266483,0.8227111346745459,47.3384,0.0,0.0022624434389140274,1,985
Drifloon,Paldean Fates,Shiny Rare,Drifloon,5.73,27.31,3.3072,1.7457155307266483,0.836970999317044,55.9721,0.09996949010042633,0.00211864406779661,1,901
Charizard ex,Obsidian Flames,Double Rare,Charizard,5.72,9.65,2.26647,1.7439688053917064,0.5937603604182315,87.9598,0.45078049058807973,0.006493506493506494,4,1069
Armarouge,Paldean Fates,Shiny Rare,Armarouge,5.68,18.68,2.9272,1.7369512327330598,0.836970999317044,46.7547,0.0,0.00211864406779661,1,901
Mime Jr.,Paldean Fates,Shiny Rare,Mime Jr,5.67,18.68,2.9272,1.7351891177396608,0.836970999317044,42.6754,0.0,0.00211864406779661,1,901
Bombirdier,Scarlet and Violet Base Set,Illustration Rare,Bombirdier,5.65,12.56,2.5308,1.7316555451583497,0.7477721687732242,29.2496,0.0,0.003194888178913738,1,1202
Mega Scrafty ex,Ascended Heroes,MEGA_ATTACK_RARE,Scrafty,5.64,10.05,2.30748,1.7298840655099674,0.6526756847233119,57.0256,0.09170876581184197,0.0049504950495049506,3,166
Ethan's Ho-Oh ex,Destined Rivals,Ultra Rare,Ho Oh,5.61,2.42,0.88274,1.724550719534605,0.768279221285765,44.8099,0.0,0.0029069767441860465,4,411
Ferrothorn,Paradox Rift,Illustration Rare,Ferrothorn,5.6,12.4,2.51787,1.7227665977411035,0.8227111346745459,46.9624,0.0,0.0022624434389140274,1,985
Pidgeotto,Paldean Fates,Shiny Rare,Pidgeotto,5.6,18.68,2.9272,1.7227665977411035,0.836970999317044,38.251,0.0,0.00211864406779661,1,901
Mega Floette ex,Chaos Rising,ultra rare,Floette,5.56,1.41,0.34466,1.715598108262491,0.6682298669242648,41.9513,0.0,0.004608294930875576,3,54
Iono's Kilowattrel,Journey Together,Illustration Rare,Kilowattrel,5.55,8.7,2.16356,1.713797927758343,0.5552948551496244,29.6255,0.0,0.007751937984496124,1,474
Bellibolt,Obsidian Flames,Illustration Rare,Bellibolt,5.55,9.73,2.27497,1.713797927758343,0.5993285434772113,49.9029,0.0,0.006329113924050633,1,1069
Hydreigon ex,Surging Sparks,Ultra Rare,Hydreigon,5.55,5.16,1.64168,1.713797927758343,0.7470772970092214,61.883,0.17755039040721163,0.003205128205128205,3,614
Numel,Ascended Heroes,Illustration Rare,Numel,5.54,5.42,1.69089,1.7119945007591924,0.7334338101770548,43.0165,0.0,0.0034129692832764505,1,166
Iron Treads ex,Scarlet and Violet Base Set,Special Illustration Rare,Iron Treads,5.53,28.82,3.3611,1.7101878155342434,0.7512135599922163,27.3322,0.0,0.0031446540880503146,3,1202
Dottler,Paradox Rift,Illustration Rare,Dottler,5.53,12.4,2.51787,1.7101878155342434,0.8227111346745459,34.1744,0.0,0.0022624434389140274,1,985
Revavroom ex,Obsidian Flames,Special Illustration Rare,Revavroom,5.48,23.99,3.17763,1.7011051009599243,0.6416506143517748,38.5177,0.0,0.005208333333333333,3,1069
Mega Gardevoir ex,Mega Evolution,Ultra Rare,Gardevoir,5.46,6.76,1.91121,1.6974487897568136,0.7132556306822877,70.8255,0.29707810273547974,0.003745318352059925,4,292
Spiritomb,Paldean Fates,Shiny Rare,Spiritomb,5.43,19.83,2.98697,1.691939133945844,0.836970999317044,50.9393,0.01572333719317004,0.00211864406779661,1,901
Scovillain,Scarlet and Violet Base Set,Illustration Rare,Scovillain,5.42,12.56,2.5308,1.6900958154515549,0.7477721687732242,41.0695,0.0,0.003194888178913738,1,1202
Palafin,Obsidian Flames,Illustration Rare,Palafin Zero,5.42,9.73,2.27497,1.6900958154515549,0.5993285434772113,40.5886,0.0,0.006329113924050633,1,1069
Tyranitar ex,Obsidian Flames,Ultra Rare,Tyranitar,5.39,5.77,1.75184,1.6845453849209058,0.6288392874345923,65.5556,0.19563944839235084,0.0055248618784530384,2,1069
Cramorant,Twilight Masquerade,Illustration Rare,Cramorant,5.37,13.08,2.57081,1.6808279085207734,0.7172844520170993,52.991,0.04290795591966288,0.003676470588235294,1,782
Team Rocket's Moltres ex,Destined Rivals,Ultra Rare,Moltres,5.33,2.49,0.9134,1.673351238177753,0.768279221285765,38.6771,0.0,0.0029069767441860465,3,411
Probopass,Twilight Masquerade,Illustration Rare,Probopass,5.3,10.92,2.39054,1.667706820558076,0.7172844520170993,43.4546,0.0,0.003676470588235294,1,782
Hydrapple,Destined Rivals,Illustration Rare,Hydrapple,5.3,10.24,2.32609,1.667706820558076,0.7220223979590381,49.1245,0.0,0.0035971223021582736,1,411
Latias ex,Surging Sparks,Double Rare,Latias,5.3,0.97,-0.02588,1.667706820558076,0.5126529326323852,56.1733,0.06329520698039004,0.009433962264150943,3,614
Wattrel,Twilight Masquerade,Illustration Rare,Wattrel,5.26,10.92,2.39054,1.6601310267496185,0.7172844520170993,29.5884,0.0,0.003676470588235294,1,782
Heliolisk,Twilight Masquerade,Illustration Rare,Heliolisk,5.22,10.92,2.39054,1.6524974018945473,0.7172844520170993,47.5207,0.0,0.003676470588235294,1,782
Greninja ex,Twilight Masquerade,Double Rare,Greninja,5.21,2.16,0.77123,1.6505798557652755,0.459539046188037,75.1085,0.2307667228242466,0.012048192771084338,3,782
Zamazenta,Destined Rivals,Illustration Rare,Zamazenta,5.2,10.24,2.32609,1.6486586255873816,0.7220223979590381,37.744,0.0,0.0035971223021582736,1,411
Hydrapple ex,Stellar Crown,Ultra Rare,Hydrapple,5.18,2.13,0.75635,1.6448050562713916,0.6060938022019788,49.1245,0.0,0.006134969325153374,3,670
Leafeon ex,Prismatic Evolutions,Double Rare,Leafeon,5.17,1.52,0.41963,1.6428726885203377,0.5126529326323852,64.8421,0.1521769218284625,0.009433962264150943,2,544
Voltorb,Paldean Fates,Shiny Rare,Voltorb,5.17,18.68,2.9272,1.6428726885203377,0.836970999317044,38.6079,0.0,0.00211864406779661,1,901
Annihilape ex,Paldea Evolved,Ultra Rare,Annihilape,5.16,2.64,0.96905,1.6409365794934714,0.7960883786979334,49.8266,0.0,0.0025575447570332483,1,1132
Noibat,Paldean Fates,Shiny Rare,Noibat,5.16,26.61,3.2814,1.6409365794934714,0.836970999317044,55.5666,0.09318165529596517,0.00211864406779661,1,901
Hop's Wooloo,Journey Together,Illustration Rare,Wooloo,5.14,10.88,2.38689,1.6370530794670737,0.5552948551496244,54.1836,0.046462631120079353,0.007751937984496124,1,474
Flygon,Phantasmal Flames,Illustration Rare,Flygon,5.13,18.08,2.89477,1.6351056591826783,0.5359410036530627,68.2501,0.19561953821537523,0.00847457627118644,1,243
Cynthia's Garchomp ex,Destined Rivals,Ultra Rare,Garchomp,5.13,9.13,2.21157,1.6351056591826783,0.768279221285765,70.9731,0.3222639387189696,0.0029069767441860465,4,411
Braviary,Surging Sparks,Illustration Rare,Braviary,5.13,11.07,2.40462,1.6351056591826783,0.7385606273598313,41.3798,0.0,0.0033333333333333335,1,614
Snorunt,Ascended Heroes,Illustration Rare,Snorunt,5.04,5.47,1.69958,1.6174060820832772,0.7334338101770548,50.1427,0.0020932200942452824,0.0034129692832764505,1,166
Pawmo,Paldean Fates,Shiny Rare,Pawmo,5.04,18.68,2.9272,1.6174060820832772,0.836970999317044,34.1744,0.0,0.00211864406779661,1,901
Yveltal ex,Perfect Order,Ultra Rare,Yveltal,5.02,2.39,0.87181,1.6134299337036377,0.6621412276488463,55.8461,0.0774188766191584,0.004739336492890996,2,110
Rowlet,Perfect Order,Illustration Rare,Rowlet,4.99,13.12,2.57383,1.6074359097634274,0.49561303784624744,68.261,0.18100779368220646,0.01020408163265306,1,110
Mega Kangaskhan ex,Mega Evolution,Ultra Rare,Kangaskhan,4.99,1.95,0.66958,1.6074359097634274,0.7132556306822877,45.7817,0.0,0.003745318352059925,3,292
Mega Charizard X ex,Phantasmal Flames,Double Rare,Charizard,4.97,2.3,0.83423,1.6034198401085373,0.3406206186877936,87.9598,0.2585978112252981,0.020833333333333332,4,243
Clamperl,Destined Rivals,Illustration Rare,Clamperl,4.94,10.24,2.32609,1.5973653311998313,0.7220223979590381,30.6809,0.0,0.0035971223021582736,1,411
Mega Absol ex,Mega Evolution,Ultra Rare,Absol,4.93,7.54,2.01962,1.5953389880545987,0.7132556306822877,72.1605,0.31612202807469675,0.003745318352059925,3,292
Oinkologne,Paldean Fates,Shiny Rare,Oinkologne Male,4.91,18.68,2.9272,1.5912739418064292,0.836970999317044,35.8111,0.0,0.00211864406779661,1,901
Rotom,Destined Rivals,Illustration Rare,Rotom,4.9,17.68,2.8725,1.589235205116581,0.7220223979590381,58.9416,0.12912070947181073,0.0035971223021582736,1,411
Finizen,Paldean Fates,Shiny Rare,Finizen,4.9,18.68,2.9272,1.589235205116581,0.836970999317044,28.1489,0.0,0.00211864406779661,1,901
Jumpluff,Paldean Fates,Shiny Rare,Jumpluff,4.81,18.68,2.9272,1.5706970841176697,0.836970999317044,48.0464,0.0,0.00211864406779661,1,901
Gardevoir ex,Scarlet and Violet Base Set,Ultra Rare,Gardevoir,4.79,10.01,2.30334,1.5665304114228238,0.7449792397124173,70.8255,0.310291303132619,0.003236245954692557,3,1202
Blissey ex,Twilight Masquerade,Ultra Rare,Blissey,4.77,2.6,0.95401,1.5623463049002497,0.7512135599922163,45.2255,0.0,0.0031446540880503146,2,782
Espurr,Perfect Order,Illustration Rare,Espurr,4.76,12.4,2.51791,1.5602476682433286,0.49561303784624744,67.1471,0.16996652642506774,0.01020408163265306,1,110
Mankey,Paldean Fates,Shiny Rare,Mankey,4.75,18.68,2.9272,1.55814461804655,0.836970999317044,45.7997,0.0,0.00211864406779661,1,901
Larry's Staraptor,Ascended Heroes,Illustration Rare,Staraptor,4.74,5.67,1.73434,1.556037135706985,0.7334338101770548,50.7137,0.010469034206467323,0.0034129692832764505,1,166
Mega Dragonite ex,Ascended Heroes,Double Rare,Dragonite,4.73,1.92,0.65234,1.5539252025038417,0.6405166836238638,74.4633,0.31338303572991344,0.005235602094240838,4,166
Doduo,Paldean Fates,Shiny Rare,Doduo,4.71,18.68,2.9272,1.5496879080283263,0.836970999317044,40.0928,0.0,0.00211864406779661,1,901
Mega Skarmory ex,Perfect Order,Ultra Rare,Skarmory,4.69,2.53,0.92687,1.545432582458188,0.6621412276488463,56.7853,0.08985653743931434,0.004739336492890996,2,110
Teal Mask Ogerpon ex,Twilight Masquerade,Ultra Rare,Ogerpon,4.69,3.38,1.21749,1.545432582458188,0.7512135599922163,55.8239,0.0874998530407734,0.0031446540880503146,13,782
Zekrom ex,Black Bolt,Ultra Rare,Zekrom,4.65,2.47,0.90458,1.536867219599265,0.718875281410194,54.6198,0.06642120050117625,0.0036496350364963502,4,362
Pecharunt ex,Shrouded Fable,Double Rare,Pecharunt,4.64,0.45,-0.80793,1.534714366238164,0.27815125038364363,35.5094,0.0,0.027777777777777776,4,712
Beedrill ex,Chaos Rising,ultra rare,Beedrill,4.64,1.94,0.66451,1.534714366238164,0.6682298669242648,54.9472,0.06611733595295448,0.004608294930875576,2,54
Mega Latias ex,Mega Evolution,Ultra Rare,Latias,4.64,2.85,1.04567,1.534714366238164,0.7132556306822877,56.1733,0.0880628196978193,0.003745318352059925,3,292
Flapple,Surging Sparks,Illustration Rare,Flapple,4.64,11.07,2.40462,1.534714366238164,0.7385606273598313,41.1985,0.0,0.0033333333333333335,1,614
Flareon ex,Prismatic Evolutions,Double Rare,Flareon,4.59,1.2,0.17972,1.5238800240724537,0.5126529326323852,60.0811,0.10336210958320677,0.009433962264150943,2,544
Torterra ex,Temporal Forces,Ultra Rare,Torterra,4.59,5.57,1.71739,1.5238800240724537,0.7156818820794937,63.5527,0.19398843686517508,0.003703703703703704,2,845
Yanma,Destined Rivals,Illustration Rare,Yanma,4.59,10.24,2.32609,1.5238800240724537,0.7220223979590381,40.0256,0.0,0.0035971223021582736,1,411
Tauros,Chaos Rising,illustration rare,Tauros,4.58,4.37,1.47523,1.5216989981260935,0.5064186123525862,48.1376,0.0,0.009708737864077669,1,54
Litleo,Mega Evolution,Illustration Rare,Litleo,4.58,8.12,2.09373,1.5216989981260935,0.6526756847233119,36.2479,0.0,0.0049504950495049506,1,292
Paldean Wooper,Phantasmal Flames,Illustration Rare,Wooper,4.55,17.49,2.86136,1.5151272329628591,0.5359410036530627,67.6001,0.18865230516788536,0.00847457627118644,1,243
Dachsbun ex,Stellar Crown,Ultra Rare,Dachsbun,4.49,2.13,0.75635,1.501852701754163,0.6060938022019788,48.0464,0.0,0.006134969325153374,3,670
Turtonator,Stellar Crown,Illustration Rare,Turtonator,4.48,10.12,2.31432,1.4996230464268938,0.6113582355737917,41.3999,0.0,0.005988023952095809,1,670
Baxcalibur,Paldean Fates,Shiny Rare,Baxcalibur,4.47,18.68,2.9272,1.4973884086254774,0.836970999317044,42.4277,0.0,0.00211864406779661,1,901
Jolteon ex,Prismatic Evolutions,Double Rare,Jolteon,4.46,1.61,0.47885,1.4951487660319727,0.5126529326323852,66.0173,0.16422631635705415,0.009433962264150943,2,544
Pikachu ex,Surging Sparks,Double Rare,Pikachu,4.45,4.43,1.4894,1.4929040961781488,0.5126529326323852,86.6387,0.3756587400567635,0.009433962264150943,4,614
Dodrio,Paldean Fates,Shiny Rare,Dodrio,4.45,18.68,2.9272,1.4929040961781488,0.836970999317044,37.6127,0.0,0.00211864406779661,1,901
Cinderace ex,Stellar Crown,Ultra Rare,Cinderace,4.43,4.33,1.46572,1.4883995840570443,0.6060938022019788,62.2793,0.14884815250757516,0.006134969325153374,2,670
Team Rocket's Persian ex,Destined Rivals,Ultra Rare,Persian,4.4,6.12,1.811,1.4816045409242156,0.768279221285765,63.6831,0.21024882825550506,0.0029069767441860465,2,411
Mega Eelektross ex,Ascended Heroes,MEGA_ATTACK_RARE,Eelektross,4.39,8.39,2.12721,1.47932922708708,0.6526756847233119,53.8844,0.05070506859478465,0.0049504950495049506,3,166
Dewgong,Phantasmal Flames,Illustration Rare,Dewgong,4.37,7.07,1.95654,1.4747630091074988,0.5359410036530627,47.8535,0.0,0.00847457627118644,1,243
Espeon ex,Prismatic Evolutions,Double Rare,Espeon,4.36,1.92,0.65392,1.472472057360943,0.5126529326323852,69.4916,0.19984851803394804,0.009433962264150943,2,544
N's Zoroark ex,Journey Together,Ultra Rare,Zoroark,4.35,5.57,1.71759,1.4701758451005926,0.6126546408629314,67.3809,0.21296978094749044,0.005952380952380952,4,474
Pikachu ex,Paldea Evolved,Double Rare,Pikachu,4.3,5.1,1.62948,1.4586150226995167,0.5467108425811176,86.6387,0.40061549096153587,0.008064516129032258,1,1132
Zacian,Phantasmal Flames,Illustration Rare,Zacian,4.29,7.07,1.95654,1.4562867329399256,0.5359410036530627,48.8392,0.0,0.00847457627118644,1,243
Arven's Greedent,Destined Rivals,Illustration Rare,Greedent,4.29,10.24,2.32609,1.4562867329399256,0.7220223979590381,43.9704,0.0,0.0035971223021582736,1,411
Frigibax,Paldean Fates,Shiny Rare,Frigibax,4.2,18.68,2.9272,1.4350845252893227,0.836970999317044,33.1479,0.0,0.00211864406779661,1,901
Smoliv,Paldean Fates,Shiny Rare,Smoliv,4.19,18.99,2.94374,1.4327007339340465,0.836970999317044,50.2599,0.004350575254450025,0.00211864406779661,1,901
Ninjask,Mega Evolution,Illustration Rare,Ninjask,4.18,8.12,2.09373,1.430311246536665,0.6526756847233119,44.4276,0.0,0.0049504950495049506,1,292
Klefki,Paldean Fates,Shiny Rare,Klefki,4.14,27.88,3.32793,1.4206957878372228,0.836970999317044,56.2979,0.10542319313197619,0.00211864406779661,1,901
Sneasel,Paldean Fates,Shiny Rare,Sneasel,4.13,27.83,3.32602,1.4182774069729414,0.836970999317044,56.2679,0.10492101053238595,0.00211864406779661,1,901
Vibrava,Surging Sparks,Illustration Rare,Vibrava,4.11,11.07,2.40462,1.4134230285081433,0.7385606273598313,36.4527,0.0,0.0033333333333333335,1,614
Archaludon,Stellar Crown,Illustration Rare,Archaludon,4.1,10.12,2.31432,1.410986973710262,0.6113582355737917,45.5437,0.0,0.005988023952095809,1,670
Team Rocket's Nidoking ex,Destined Rivals,Ultra Rare,Nidoking,4.1,4.89,1.58717,1.410986973710262,0.768279221285765,60.6343,0.16340223445838425,0.0029069767441860465,3,411
Spearow,Mega Evolution,Illustration Rare,Spearow,4.06,8.12,2.09373,1.4011829736136412,0.6526756847233119,32.6368,0.0,0.0049504950495049506,1,292
Galarian Obstagoon,Ascended Heroes,Illustration Rare,Obstagoon,4.04,5.42,1.69089,1.3962446919730587,0.7334338101770548,49.0516,0.0,0.0034129692832764505,1,166
Arctibax,Paldean Fates,Shiny Rare,Arctibax,4.04,18.68,2.9272,1.3962446919730587,0.836970999317044,26.8942,0.0,0.00211864406779661,1,901
Primeape,Paldean Fates,Shiny Rare,Primeape,4.04,18.68,2.9272,1.3962446919730587,0.836970999317044,48.6475,0.0,0.00211864406779661,1,901
Electrode,Paldean Fates,Shiny Rare,Electrode,4.03,18.68,2.9272,1.3937663759585917,0.836970999317044,47.1303,0.0,0.00211864406779661,1,901
Chi-Yu ex,Paldea Evolved,Ultra Rare,Chi Yu,4.02,2.5,0.91446,1.3912819026309295,0.7960883786979334,41.4323,0.0,0.0025575447570332483,3,1132
Roaring Moon ex,Paradox Rift,Ultra Rare,Roaring Moon,4.01,2.61,0.95957,1.3887912413184778,0.8121410479178341,32.3599,0.0,0.0023752969121140144,4,985
Toxtricity,Paldean Fates,Shiny Rare,Toxtricity Amped,3.9,39.39,3.67346,1.3609765531356006,0.836970999317044,61.7283,0.1963249394258017,0.00211864406779661,1,901
Electrike,Destined Rivals,Illustration Rare,Electrike,3.89,10.24,2.32609,1.358409157630355,0.7220223979590381,37.0514,0.0,0.0035971223021582736,1,411
Hoppip,Paldean Fates,Shiny Rare,Hoppip,3.87,18.68,2.9272,1.3532545070416904,0.836970999317044,46.6696,0.0,0.00211864406779661,1,901
Pawmot,Paldean Fates,Shiny Rare,Pawmot,3.87,18.68,2.9272,1.3532545070416904,0.836970999317044,44.5541,0.0,0.00211864406779661,1,901
Toxtricity ex,Paradox Rift,Ultra Rare,Toxtricity Amped,3.86,6.0,1.79118,1.3506671834767394,0.8121410479178341,61.7283,0.19050067704589463,0.0023752969121140144,2,985
Scizor ex,Temporal Forces,Ultra Rare,Scizor,3.84,6.89,1.92974,1.3454723665996355,0.7156818820794937,67.0596,0.24418493271046665,0.003703703703703704,2,845
Raging Bolt ex,Temporal Forces,Ultra Rare,Raging Bolt,3.82,2.32,0.84007,1.3402504226184837,0.7156818820794937,34.5195,0.0,0.003703703703703704,4,845
Bellibolt ex,Paldea Evolved,Ultra Rare,Bellibolt,3.81,2.56,0.94176,1.3376291891386096,0.7960883786979334,49.9029,0.0,0.0025575447570332483,2,1132
Ting-Lu ex,Paldea Evolved,Hyper Rare,Ting Lu,3.81,7.7,2.04071,1.3376291891386096,0.8546349804879154,29.5884,0.0,0.001953125,4,1132
Pikachu ex,Ascended Heroes,Double Rare,Pikachu,3.8,3.94,1.37036,1.33500106673234,0.6405166836238638,86.6387,0.46935397232579323,0.005235602094240838,3,166
Mega Dragalge ex,Chaos Rising,ultra rare,Dragalge,3.79,1.47,0.38542,1.332366019094335,0.6682298669242648,50.6922,0.009250974277699517,0.004608294930875576,3,54
Toxel,Paldean Fates,Shiny Rare,Toxel,3.79,18.68,2.9272,1.332366019094335,0.836970999317044,48.2235,0.0,0.00211864406779661,1,901
Annihilape,Paldean Fates,Shiny Rare,Annihilape,3.78,18.68,2.9272,1.3297240096314962,0.836970999317044,49.8266,0.0,0.00211864406779661,1,901
Drifblim,Paldean Fates,Shiny Rare,Drifblim,3.75,18.68,2.9272,1.3217558399823195,0.836970999317044,46.7191,0.0,0.00211864406779661,1,901
Hoopa ex,Paradox Rift,Ultra Rare,Hoopa,3.72,3.81,1.33678,1.3137236682850553,0.8121410479178341,54.8793,0.07925359630210976,0.0023752969121140144,2,985
Murkrow,Paldean Fates,Shiny Rare,Murkrow,3.72,25.53,3.23999,1.3137236682850553,0.836970999317044,54.9158,0.08228764076885445,0.00211864406779661,1,901
Kingdra ex,Shrouded Fable,Ultra Rare,Kingdra,3.71,1.93,0.65881,1.3110318766193438,0.5730640178391191,48.7218,0.0,0.007142857142857143,2,712
Dustox,Ascended Heroes,Illustration Rare,Dustox,3.7,5.42,1.69089,1.308332819650179,0.7334338101770548,39.5614,0.0,0.0034129692832764505,1,166
Gholdengo ex,Paradox Rift,Ultra Rare,Gholdengo,3.69,3.07,1.12135,1.3056264580524357,0.8121410479178341,52.0353,0.03305901349654335,0.0023752969121140144,3,985
Shiinotic,Surging Sparks,Illustration Rare,Shiinotic,3.69,11.07,2.40462,1.3056264580524357,0.7385606273598313,42.1987,0.0,0.0033333333333333335,1,614
Team Rocket's Orbeetle,Destined Rivals,Illustration Rare,Orbeetle,3.67,10.24,2.32609,1.3001916620664788,0.7220223979590381,36.2966,0.0,0.0035971223021582736,1,411
Crustle,Destined Rivals,Illustration Rare,Crustle,3.65,10.24,2.32609,1.2947271675944,0.7220223979590381,47.3384,0.0,0.0035971223021582736,1,411
Crobat,Chaos Rising,illustration rare,Crobat,3.62,8.86,2.18136,1.2864740258376797,0.5064186123525862,63.8304,0.14007943952562416,0.009708737864077669,1,54
Fezandipiti ex,Ascended Heroes,Double Rare,Fezandipiti,3.61,0.5,-0.6874,1.2837077723447896,0.6405166836238638,26.8942,0.0,0.005235602094240838,2,166
Paldean Tauros,Paldean Fates,Shiny Rare,Tauros,3.6,17.96,2.88813,1.2809338454620642,0.836970999317044,48.1376,0.0,0.00211864406779661,3,901
Flamigo,Paldean Fates,Shiny Rare,Flamigo,3.59,18.68,2.9272,1.2781522025001875,0.836970999317044,42.4344,0.0,0.00211864406779661,1,901
Fan Rotom,Ascended Heroes,Illustration Rare,Rotom,3.56,9.35,2.23521,1.269760544863939,0.7334338101770548,58.9416,0.13116143514158307,0.0034129692832764505,1,166
Salazzle,Ascended Heroes,Illustration Rare,Salazzle,3.55,5.42,1.69089,1.2669476034873244,0.7334338101770548,46.9502,0.0,0.0034129692832764505,1,166
Teal Mask Ogerpon ex,Twilight Masquerade,Double Rare,Ogerpon,3.55,0.79,-0.23901,1.2669476034873244,0.459539046188037,55.8239,0.05352618902189019,0.012048192771084338,13,782
Mega Pyroar ex,Chaos Rising,ultra rare,Pyroar Male,3.53,1.45,0.37316,1.2612978709452054,0.6682298669242648,37.8807,0.0,0.004608294930875576,2,54
Skwovet,Paldean Fates,Shiny Rare,Skwovet,3.53,18.68,2.9272,1.2612978709452054,0.836970999317044,34.9389,0.0,0.00211864406779661,1,901
Wellspring Mask Ogerpon ex,Twilight Masquerade,Ultra Rare,Ogerpon,3.49,3.38,1.21749,1.2499017362143359,0.7512135599922163,55.8239,0.0874998530407734,0.0031446540880503146,13,782
Helioptile,Mega Evolution,Illustration Rare,Helioptile,3.48,8.12,2.09373,1.247032293786383,0.6526756847233119,43.1281,0.0,0.0049504950495049506,1,292
Paldean Tauros,Paldean Fates,Shiny Rare,Tauros,3.47,17.96,2.88813,1.244154593958768,0.836970999317044,48.1376,0.0,0.00211864406779661,3,901
Metang,Chaos Rising,illustration rare,Metang,3.46,4.37,1.47523,1.2412685890696329,0.5064186123525862,35.7867,0.0,0.009708737864077669,1,54
Paldean Tauros,Paldean Fates,Shiny Rare,Tauros,3.43,17.96,2.88813,1.2325602611778486,0.836970999317044,48.1376,0.0,0.00211864406779661,3,901
Pelipper,Paldean Fates,Shiny Rare,Pelipper,3.43,18.68,2.9272,1.2325602611778486,0.836970999317044,46.8659,0.0,0.00211864406779661,1,901
